Order date,Chain,Suburb,State,Postcode,Manager,Category,Buyer,Sales,inventory
2019-01-10,0,31,2,800,11,7,1,305.65,611.3
2019-08-06,0,31,2,800,11,7,1,157.67,630.68
2022-07-17,0,31,2,800,11,1,3,364.29,1821.45
2019-01-03,0,31,2,800,11,8,6,376.52,1882.6
2021-06-25,0,31,2,800,11,9,0,432.02,864.04
2020-03-30,0,31,2,800,11,3,5,246.63,246.63
2020-08-23,0,31,2,800,11,5,2,265.75,531.5
2019-08-21,0,31,2,800,11,7,1,236.67,473.34
2022-04-04,0,31,2,800,11,0,7,1366.2,2732.4
2020-12-17,0,31,2,800,11,8,6,642.7,2570.8
2019-05-31,0,31,2,800,11,1,3,742.48,3712.4
2020-02-13,0,31,2,800,11,2,8,1199.64,2399.28
2020-06-02,0,31,2,800,11,6,4,1321,6605
2022-01-13,0,31,2,800,11,0,7,635.35,635.35
2022-03-09,0,31,2,800,11,1,3,1052.59,2105.18
2022-04-28,0,31,2,800,11,10,0,712.8,2138.4
2019-11-21,0,31,2,800,11,5,2,640.66,1921.98
2021-03-11,0,31,2,800,11,6,4,917.35,3669.4
2021-11-27,0,31,2,800,11,3,5,1312.83,6564.15
2022-06-29,0,31,2,800,11,2,8,2170.38,10851.9
2020-10-20,0,31,2,800,11,6,4,1610.94,3221.88
2020-02-02,0,31,2,800,11,5,2,2676.11,8028.33
2019-11-05,0,31,2,800,11,2,8,3408.37,17041.85
2018-12-19,0,31,2,800,11,7,1,1711.31,1711.31
2021-08-14,0,31,2,800,11,4,9,2430.48,2430.48
2022-09-15,0,31,2,800,11,9,0,5209.96,20839.84
2020-05-05,0,31,2,800,11,8,6,3960.11,19800.55
2020-05-01,0,31,2,800,11,7,1,4112.51,8225.02
2022-03-07,1,66,4,5168,15,5,2,250.94,250.94
2020-09-15,1,66,4,5168,15,1,3,24.1,96.4
2022-10-12,1,66,4,5168,15,9,0,3,12
2021-12-11,1,66,4,5168,15,6,4,4,4
2022-10-24,1,66,4,5168,15,6,4,2,2
2021-01-31,1,66,4,5168,15,0,7,21.01,42.02
2020-10-23,1,66,4,5168,15,5,2,69.99,69.99
2022-07-16,1,66,4,5168,15,2,8,12.99,12.99
2022-01-11,1,66,4,5168,15,5,2,19.99,79.96
2022-11-19,1,66,4,5168,15,7,1,35.94,143.76
2019-09-11,1,66,4,5168,15,2,8,75.41,226.23
2021-06-10,1,66,4,5168,15,2,8,123.26,123.26
2022-07-03,1,66,4,5168,15,9,0,206.27,1031.35
2020-07-21,1,66,4,5168,15,9,0,55.93,279.65
2022-05-08,1,66,4,5168,15,3,5,123.83,371.49
2021-03-26,1,66,4,5168,15,2,8,250.73,1002.92
2021-08-12,1,66,4,5168,15,0,7,373,1119
2020-10-05,1,66,4,5168,15,7,1,124.76,374.28
2019-11-28,1,66,4,5168,15,8,6,134.95,134.95
2020-02-07,1,66,4,5168,15,7,1,224.6,449.2
2022-08-23,1,66,4,5168,15,10,6,314.93,629.86
2019-01-24,1,66,4,5168,15,6,4,248.48,248.48
2020-06-28,1,66,4,5168,15,5,2,192.8,192.8
2021-04-19,1,66,4,5168,15,9,0,600.9,600.9
2022-06-30,1,66,4,5168,15,5,2,200.76,803.04
2022-07-05,1,66,4,5168,15,3,5,303.37,1516.85
2021-11-26,1,66,4,5168,15,9,0,340.69,681.38
2022-10-06,1,66,4,5168,15,0,7,508.23,1016.46
2021-11-26,1,66,4,5168,15,4,9,511.31,1533.93
2018-12-02,1,66,4,5168,15,6,4,373.68,1868.4
2020-03-27,1,66,4,5168,15,8,6,620.7,1241.4
2019-03-14,1,66,4,5168,15,8,6,774.76,1549.52
2019-06-15,1,66,4,5168,15,7,1,927.23,3708.92
2019-05-10,1,66,4,5168,15,7,1,1793.42,1793.42
2019-12-10,1,66,4,5168,15,5,2,2147.9,4295.8
2020-06-26,1,0,3,4802,3,5,2,3,9
2021-12-26,1,0,3,4802,3,1,3,63.88,191.64
2021-01-24,1,0,3,4802,3,9,0,7,21
2020-12-04,1,0,3,4802,3,5,2,9.99,49.95
2019-01-02,1,0,3,4802,3,7,1,9.98,29.94
2019-07-23,1,0,3,4802,3,5,2,38.97,155.88
2022-04-12,1,0,3,4802,3,5,2,47.37,189.48
2020-04-07,1,0,3,4802,3,2,8,26.96,107.84
2020-07-27,1,0,3,4802,3,9,0,41.94,125.82
2019-03-06,1,0,3,4802,3,10,1,30.45,30.45
2021-01-29,1,0,3,4802,3,2,8,59.5,297.5
2022-12-03,1,0,3,4802,3,0,7,69.84,209.52
2021-09-10,1,0,3,4802,3,8,6,97.99,293.97
2019-04-05,1,0,3,4802,3,9,0,65.01,130.02
2021-08-27,1,0,3,4802,3,3,5,71.88,359.4
2021-12-15,1,0,3,4802,3,7,1,74.67,74.67
2021-03-08,1,0,3,4802,3,5,2,90.93,272.79
2020-09-29,1,0,3,4802,3,8,6,229.94,1149.7
2019-02-09,1,0,3,4802,3,5,2,172.25,344.5
2022-12-22,1,0,3,4802,3,6,4,243.74,974.96
2021-07-30,1,0,3,4802,3,0,7,366.37,732.74
2020-01-17,1,0,3,4802,3,6,4,270.71,270.71
2019-02-14,1,0,3,4802,3,9,0,307.62,615.24
2019-04-20,1,0,3,4802,3,7,1,199.75,199.75
2022-08-22,1,0,3,4802,3,8,6,341.98,1709.9
2020-05-04,1,0,3,4802,3,8,6,995.73,2987.19
2020-01-11,1,0,3,4802,3,0,7,214.87,859.48
2021-11-27,1,0,3,4802,3,4,9,543.63,1087.26
2020-03-15,1,0,3,4802,3,2,8,562.37,1124.74
2019-09-14,1,0,3,4802,3,9,0,807.32,3229.28
2020-11-27,1,0,3,4802,3,0,7,478.31,1913.24
2021-01-25,1,0,3,4802,3,3,5,523.97,1047.94
2019-10-01,1,0,3,4802,3,7,1,927.05,4635.25
2020-09-02,1,0,3,4802,3,7,1,1538.69,7693.45
2021-07-22,1,0,3,4802,3,5,2,1832.07,5496.21
2020-02-19,1,73,4,5607,0,9,0,36.53,36.53
2020-09-23,1,73,4,5607,0,5,2,9.01,9.01
2020-05-30,1,73,4,5607,0,0,7,142.4,569.6
2019-11-09,1,73,4,5607,0,5,2,17.7,53.1
2021-04-20,1,73,4,5607,0,3,5,12.98,25.96
2021-09-16,1,73,4,5607,0,1,3,36.48,72.96
2020-05-25,1,73,4,5607,0,5,2,110,440
2019-05-06,1,73,4,5607,0,6,4,36,108
2022-08-19,1,73,4,5607,0,9,0,30,150
2022-09-06,1,73,4,5607,0,10,0,67.97,135.94
2019-09-27,1,73,4,5607,0,7,1,35.91,107.73
2022-05-27,1,73,4,5607,0,0,7,56,112
2022-09-22,1,73,4,5607,0,2,8,50.47,252.35
2021-08-31,1,73,4,5607,0,5,2,72.98,218.94
2022-04-23,1,73,4,5607,0,8,6,84.98,169.96
2022-09-26,1,73,4,5607,0,7,1,49.9,249.5
2022-07-19,1,73,4,5607,0,8,6,91.92,275.76
2019-02-27,1,73,4,5607,0,2,8,110.85,332.55
2021-06-03,1,73,4,5607,0,6,4,201.75,807
2020-01-29,1,73,4,5607,0,9,0,330.73,330.73
2019-12-18,1,73,4,5607,0,9,0,216.78,216.78
2019-02-13,1,73,4,5607,0,4,9,250.64,501.28
2019-06-08,1,73,4,5607,0,0,7,282.04,1410.2
2022-10-23,1,73,4,5607,0,9,0,159.8,799
2020-02-18,1,73,4,5607,0,6,4,301.83,301.83
2021-01-10,1,73,4,5607,0,3,5,298.32,596.64
2020-12-14,1,73,4,5607,0,7,1,320.66,641.32
2019-02-06,1,73,4,5607,0,8,6,502.73,1508.19
2021-01-02,1,73,4,5607,0,8,6,1235.72,6178.6
2021-09-01,1,73,4,5607,0,7,1,793.52,3174.08
2021-01-20,1,73,4,5607,0,7,1,1366.59,6832.95
2020-01-17,1,73,4,5607,0,5,2,1454.97,2909.94
2019-11-21,1,15,4,5343,0,9,0,18,36
2022-05-20,1,15,4,5343,0,5,2,16,16
2022-10-21,1,15,4,5343,0,5,2,15.99,79.95
2019-10-09,1,15,4,5343,0,1,3,-3.99,15.96
2022-01-05,1,15,4,5343,0,5,2,41.99,209.95
2020-02-20,1,15,4,5343,0,2,8,3.5,14
2019-08-24,1,15,4,5343,0,2,8,15.98,47.94
2022-05-30,1,15,4,5343,0,7,1,16.99,67.96
2022-03-06,1,15,4,5343,0,0,7,27.95,111.8
2020-08-03,1,15,4,5343,0,5,2,19.99,79.96
2021-09-01,1,15,4,5343,0,2,8,101.01,404.04
2022-01-07,1,15,4,5343,0,0,7,246.13,1230.65
2021-06-22,1,15,4,5343,0,9,0,31.96,63.92
2020-03-15,1,15,4,5343,0,3,5,54.87,274.35
2021-12-11,1,15,4,5343,0,5,2,70.44,352.2
2019-07-06,1,15,4,5343,0,8,6,134.97,269.94
2021-11-20,1,15,4,5343,0,7,1,89.86,179.72
2019-05-19,1,15,4,5343,0,8,6,184.95,924.75
2020-02-23,1,15,4,5343,0,6,4,171.79,858.95
2019-12-04,1,15,4,5343,0,3,5,188.5,188.5
2018-12-19,1,15,4,5343,0,7,1,268.62,1343.1
2021-04-05,1,15,4,5343,0,5,2,230.82,230.82
2020-02-27,1,15,4,5343,0,0,7,391.85,1959.25
2021-06-23,1,15,4,5343,0,6,4,405.46,405.46
2020-03-16,1,15,4,5343,0,9,0,700.11,700.11
2021-07-19,1,15,4,5343,0,4,9,654.16,2616.64
2019-08-31,1,15,4,5343,0,5,2,330.56,330.56
2021-05-24,1,15,4,5343,0,9,0,728.64,1457.28
2021-06-13,1,15,4,5343,0,8,6,744.78,744.78
2019-06-03,1,15,4,5343,0,7,1,656.54,1313.08
2019-10-06,1,15,4,5343,0,7,1,1082.99,4331.96
2022-01-09,1,15,4,5343,0,5,2,1201.62,4806.48
2021-12-20,1,15,4,5343,0,8,6,2077.95,8311.8
2018-12-18,0,79,1,2116,10,9,0,85.29,255.87
2019-05-15,0,79,1,2116,10,1,3,1681.25,8406.25
2020-04-15,0,79,1,2116,10,6,4,85,340
2021-06-05,0,79,1,2116,10,9,0,,0
2019-07-01,0,79,1,2116,10,1,3,,0
2021-09-03,0,79,1,2116,10,3,5,17.45,52.35
2019-02-14,0,79,1,2116,10,5,2,105.94,317.82
2019-10-07,0,79,1,2116,10,9,0,23,23
2019-09-22,0,79,1,2116,10,1,3,1.79,8.95
2022-04-08,0,79,1,2116,10,4,9,2.99,8.97
2021-09-28,0,79,1,2116,10,0,7,5.99,17.97
2022-01-30,0,79,1,2116,10,0,7,8.94,35.76
2019-08-08,0,79,1,2116,10,6,4,7.98,7.98
2021-08-09,0,79,1,2116,10,6,4,11.97,11.97
2019-02-22,0,79,1,2116,10,4,9,12.45,62.25
2019-03-01,0,79,1,2116,10,5,2,63.68,254.72
2022-09-07,0,79,1,2116,10,2,8,25.98,103.92
2021-12-07,0,79,1,2116,10,6,4,37.5,112.5
2021-04-11,0,79,1,2116,10,8,6,19.98,39.96
2020-01-02,0,79,1,2116,10,5,2,43.98,175.92
2021-06-16,0,79,1,2116,10,7,1,43.38,43.38
2022-07-08,0,79,1,2116,10,5,2,45.77,228.85
2020-10-15,0,79,1,2116,10,0,7,55.88,111.76
2021-01-20,0,79,1,2116,10,9,0,34,34
2019-08-27,0,79,1,2116,10,0,7,95.86,287.58
2021-11-13,0,79,1,2116,10,5,2,241.74,1208.7
2019-06-16,0,79,1,2116,10,5,2,289.87,1449.35
2021-04-02,0,79,1,2116,10,4,9,87.09,87.09
2019-04-11,0,79,1,2116,10,10,1,129.8,649
2021-01-09,0,79,1,2116,10,5,2,116.91,584.55
2022-08-30,0,79,1,2116,10,9,0,446.17,2230.85
2019-01-24,0,79,1,2116,10,7,1,187.6,750.4
2020-03-27,0,79,1,2116,10,6,4,158.23,632.92
2022-11-17,0,79,1,2116,10,5,2,237.89,713.67
2020-02-19,0,79,1,2116,10,6,4,1200.32,1200.32
2020-03-22,0,79,1,2116,10,9,0,215.72,431.44
2022-09-17,0,79,1,2116,10,9,0,185.61,556.83
2022-04-10,0,79,1,2116,10,8,6,357.84,715.68
2022-08-25,0,79,1,2116,10,3,5,233.42,933.68
2019-10-27,0,79,1,2116,10,8,6,579.87,579.87
2022-04-05,0,79,1,2116,10,7,1,533.64,1067.28
2022-08-19,0,79,1,2116,10,9,0,473.94,1421.82
2018-12-13,0,79,1,2116,10,2,8,996.58,3986.32
2021-09-20,0,79,1,2116,10,0,7,1044.89,3134.67
2021-02-17,0,79,1,2116,10,0,7,702.98,3514.9
2019-11-30,0,79,1,2116,10,2,8,2165.98,2165.98
2019-08-12,0,79,1,2116,10,6,4,1447.65,1447.65
2021-02-09,0,79,1,2116,10,2,8,1566.82,4700.46
2020-07-17,0,79,1,2116,10,6,4,1409.87,1409.87
2020-12-30,0,79,1,2116,10,3,5,1288.16,2576.32
2021-08-03,0,79,1,2116,10,4,9,1898.87,5696.61
2020-12-01,0,79,1,2116,10,9,0,3702.56,18512.8
2019-08-20,0,79,1,2116,10,5,2,3319.63,6639.26
2018-12-29,0,79,1,2116,10,8,6,3487.01,17435.05
2020-10-15,0,79,1,2116,10,8,6,2304.7,4609.4
2019-07-07,0,79,1,2116,10,7,1,4367.27,17469.08
2019-04-26,0,32,1,2830,8,2,8,881.46,1762.92
2021-09-03,0,32,1,2830,8,5,2,183.25,366.5
2020-10-23,0,32,1,2830,8,9,0,-19.98,19.98
2019-10-09,0,32,1,2830,8,9,0,225.86,903.44
2019-04-24,0,32,1,2830,8,5,2,176.91,176.91
2020-05-06,0,32,1,2830,8,6,4,128.56,385.68
2019-10-26,0,32,1,2830,8,0,7,1,1
2019-03-18,0,32,1,2830,8,3,5,1.99,9.95
2021-06-26,0,32,1,2830,8,6,4,6,30
2018-12-25,0,32,1,2830,8,0,7,3.92,3.92
2019-11-19,0,32,1,2830,8,1,3,7.45,14.9
2019-10-27,0,32,1,2830,8,7,1,4.99,19.96
2021-01-16,0,32,1,2830,8,6,4,6.98,6.98
2021-06-18,0,32,1,2830,8,6,4,21.93,65.79
2020-08-22,0,32,1,2830,8,6,4,19.98,99.9
2020-01-27,0,32,1,2830,8,5,2,92.48,277.44
2020-05-20,0,32,1,2830,8,0,7,15.84,47.52
2021-05-19,0,32,1,2830,8,10,0,140.89,281.78
2020-08-14,0,32,1,2830,8,5,2,29.98,29.98
2021-09-07,0,32,1,2830,8,4,9,25,125
2022-02-17,0,32,1,2830,8,0,7,23.92,23.92
2019-01-23,0,32,1,2830,8,9,0,75.98,379.9
2019-03-28,0,32,1,2830,8,6,4,36.77,73.54
2022-10-06,0,32,1,2830,8,4,9,32,160
2018-12-16,0,32,1,2830,8,9,0,61.97,185.91
2019-11-23,0,32,1,2830,8,6,4,964.53,3858.12
2021-12-14,0,32,1,2830,8,0,7,46.94,187.76
2020-06-15,0,32,1,2830,8,8,6,41.95,83.9
2021-05-17,0,32,1,2830,8,9,0,97.65,97.65
2021-03-23,0,32,1,2830,8,1,3,129.05,516.2
2019-10-10,0,32,1,2830,8,8,6,119.97,119.97
2020-07-29,0,32,1,2830,8,2,8,129.98,259.96
2020-12-17,0,32,1,2830,8,3,5,120.66,482.64
2021-12-22,0,32,1,2830,8,7,1,139.86,559.44
2021-03-29,0,32,1,2830,8,5,2,184.9,369.8
2019-05-22,0,32,1,2830,8,0,7,233.18,233.18
2019-06-07,0,32,1,2830,8,8,6,262.85,262.85
2021-03-01,0,32,1,2830,8,7,1,220.46,881.84
2020-03-16,0,32,1,2830,8,6,4,322.05,644.1
2021-01-05,0,32,1,2830,8,5,2,244.82,244.82
2019-09-21,0,32,1,2830,8,7,1,503.66,2518.3
2021-11-10,0,32,1,2830,8,2,8,1726.33,5178.99
2020-09-04,0,32,1,2830,8,2,8,1193.37,5966.85
2021-09-23,0,32,1,2830,8,5,2,539.73,1079.46
2022-11-13,0,32,1,2830,8,1,3,1255.04,5020.16
2021-06-29,0,32,1,2830,8,0,7,1324.89,2649.78
2022-08-23,0,32,1,2830,8,9,0,545.63,2728.15
2022-09-10,0,32,1,2830,8,3,5,842.86,2528.58
2022-01-04,0,32,1,2830,8,8,6,815.64,2446.92
2019-11-25,0,32,1,2830,8,0,7,780.34,2341.02
2021-04-11,0,32,1,2830,8,6,4,1539.35,7696.75
2021-01-24,0,32,1,2830,8,6,4,1663.06,3326.12
2019-03-25,0,32,1,2830,8,5,2,2178.86,2178.86
2022-07-31,0,32,1,2830,8,4,9,1629.94,1629.94
2021-12-07,0,32,1,2830,8,9,0,4112.34,20561.7
2021-09-16,0,32,1,2830,8,8,6,3103.88,12415.52
2020-07-27,0,32,1,2830,8,2,8,3273.63,3273.63
2020-07-13,0,32,1,2830,8,7,1,1877.39,1877.39
2020-02-24,0,32,1,2830,8,7,1,5391.54,10783.08
2021-03-18,0,84,3,4053,19,2,8,500,500
2019-04-21,0,84,3,4053,19,5,2,103.92,415.68
2021-01-15,0,84,3,4053,19,9,0,117.98,117.98
2019-07-09,0,84,3,4053,19,9,0,27,108
2020-03-14,0,84,3,4053,19,0,7,21.99,21.99
2021-11-22,0,84,3,4053,19,6,4,8,8
2021-01-29,0,84,3,4053,19,5,2,79.99,399.95
2022-09-10,0,84,3,4053,19,7,1,1,5
2022-07-25,0,84,3,4053,19,1,3,0.99,3.96
