,Unnamed: 0,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Quantity,Discount,Profit,date_difference,Sales.1,Inventory
68,68,3,105,1,0,166,1,85234,3,2,13,4,0.2,62.988,5,167.968,503.904
69,69,0,416,0,0,464,44,22153,2,1,12,2,0,35.6636,2,75.88,379.4
70,70,3,330,0,0,329,30,10009,1,1,3,1,0.2,1.731,5,4.616,9.232
71,71,2,765,0,0,215,20,49201,0,1,12,3,0,8.763,3,19.05,57.15
72,72,3,381,0,0,289,40,38109,2,0,5,8,0.2,-114.3912,6,831.936,3327.744
73,73,3,381,0,0,289,40,38109,2,0,9,2,0.2,1.213,6,97.04,194.08
74,74,3,381,0,0,289,40,38109,2,1,14,1,0.2,-18.196,6,72.784,145.568
75,75,0,438,1,0,207,41,77041,0,1,3,3,0.8,-1.9344,2,1.248,4.992
76,76,0,438,1,0,207,41,77041,0,0,9,3,0.6,-5.8248,2,9.708,38.832
77,77,0,438,1,0,207,41,77041,0,1,14,3,0.2,2.724,2,27.24,27.24
78,78,2,381,0,0,207,41,77070,0,0,9,5,0.6,-14.475,5,19.3,77.2
79,79,0,716,1,0,116,0,35601,2,1,1,1,0,56.2032,3,208.16,416.32
80,80,0,716,1,0,116,0,35601,2,1,3,3,0,8.0352,3,16.74,83.7
81,81,3,244,0,0,438,3,94122,3,1,2,5,0,4.172,4,14.9,14.9
82,82,3,244,0,0,438,3,94122,3,1,14,1,0,6.2031,4,21.39,21.39
83,83,3,405,1,0,128,31,27707,2,1,7,7,0.2,62.8075,5,200.984,1004.92
84,84,0,158,2,0,80,11,60623,0,1,14,3,0.2,-48.9549,3,230.376,691.128
85,85,2,589,0,0,93,38,29203,2,0,5,2,0,33.2156,2,301.96,905.88
86,86,3,591,0,0,410,21,55901,0,2,0,1,0,6.7966,7,19.99,19.99
87,87,3,591,0,0,410,21,55901,0,1,10,2,0,2.9568,7,6.16,24.64
88,88,2,295,2,0,207,41,77095,0,1,14,7,0.2,13.8572,5,158.368,633.472
89,89,3,377,1,0,266,3,90036,3,1,2,3,0,6.633,5,20.1,20.1
90,90,3,377,1,0,266,3,90036,3,2,13,2,0.2,8.2782,5,73.584,294.336
91,91,3,377,1,0,266,3,90036,3,1,12,1,0,3.1104,5,6.48,6.48
92,92,2,419,0,0,300,21,55407,0,1,12,2,0,6.2208,5,12.96,51.84
93,93,2,419,0,0,300,21,55407,0,0,9,3,0,16.5354,5,53.34,213.36
94,94,2,419,0,0,300,21,55407,0,1,3,2,0,16.1504,5,32.96,32.96
95,95,3,645,2,0,389,35,97206,3,1,3,1,0.7,-3.788,6,5.682,11.364
96,96,2,583,2,0,329,30,10009,1,0,9,7,0,40.5426,2,96.53,96.53
97,97,0,421,0,0,438,3,94122,3,1,3,3,0.2,17.9592,3,51.312,205.248
98,98,3,255,1,0,427,21,55106,0,1,1,6,0,22.5852,5,77.88,233.64
99,99,3,629,2,0,80,11,60610,0,1,12,7,0.2,22.6184,4,64.624,129.248
100,100,3,629,2,0,80,11,60610,0,2,0,3,0.2,-10.7973,4,95.976,383.904
101,101,3,629,2,0,80,11,60610,0,1,3,3,0.8,-3.0396,4,1.788,7.152
102,102,2,296,0,0,410,21,55901,0,1,12,4,0,11.7208,3,23.92,119.6
103,103,3,456,0,0,24,4,80013,3,2,0,6,0.2,-26.8758,4,238.896,955.584
104,104,3,456,0,0,24,4,80013,3,0,9,3,0.2,-3.8385,4,102.36,102.36
105,105,3,456,0,0,24,4,80013,3,1,3,3,0.7,-25.8174,4,36.882,73.764
106,106,3,348,0,0,74,31,28205,2,2,0,8,0.2,17.6016,5,74.112,296.448
107,107,3,,0,0,74,31,28205,2,2,13,1,0.2,2.0994,5,27.992,55.984
108,108,3,,0,0,74,31,28205,2,1,2,1,0.2,1.0738,5,3.304,16.52
109,109,3,,2,0,352,11,60462,0,2,0,5,0.2,67.992,5,339.96,1699.8
110,110,3,,1,0,329,30,10035,1,0,9,2,0,10.9096,5,41.96,83.92
111,111,3,,0,0,494,13,50322,0,1,2,2,0,22.788,7,75.96,303.84
112,112,3,,0,0,494,13,50322,0,1,3,6,0,13.3476,7,27.24,27.24
113,113,2,,0,0,94,33,43229,1,1,8,14,0.2,14.5348,2,40.096,160.384
114,114,2,662,0,0,94,33,43229,1,1,7,2,0.2,1.652,2,4.72,4.72
115,115,2,662,0,0,94,33,43229,1,1,12,3,0.2,7.4925,2,23.976,119.88
116,116,2,662,0,0,94,33,43229,1,1,7,6,0.2,44.0316,2,130.464,652.32
117,117,3,204,0,0,452,45,98103,3,0,16,3,0,165.3813,4,787.53,1575.06
118,118,3,308,1,0,51,40,37620,2,1,3,1,0.7,-115.7156,5,157.794,315.588
119,119,0,713,0,0,521,6,19805,1,0,9,3,0,18.3456,3,47.04,47.04
120,120,0,713,0,0,521,6,19805,1,1,3,4,0,13.878,3,30.84,61.68
121,121,0,713,0,0,521,6,19805,1,1,14,6,0,63.4368,3,226.56,906.24
122,122,0,713,0,0,521,6,19805,1,1,7,9,0,51.759,3,115.02,345.06
123,123,0,713,0,0,521,6,19805,1,2,13,7,0,19.7316,3,68.04,204.12
124,124,2,11,2,0,207,41,77041,0,0,5,3,0.3,-8.5794,2,600.558,600.558
125,125,3,609,0,0,41,11,61701,0,0,16,6,0.5,-407.682,5,617.7,2470.8
126,126,3,771,0,0,375,1,85023,3,1,3,2,0.7,-1.8308,7,2.388,9.552
127,127,3,771,0,0,375,1,85023,3,1,14,7,0.2,30.499,7,243.992,1219.96
128,128,2,463,2,0,266,3,90004,3,0,5,2,0.2,-9.1602,4,81.424,407.12
129,129,2,463,2,0,266,3,90004,3,0,9,3,0,26.2416,4,238.56,715.68
130,130,0,237,1,0,94,33,43229,1,2,13,5,0.4,-11.994,3,59.97,299.85
131,131,0,237,1,0,94,33,43229,1,1,12,2,0.2,29.364,3,78.304,234.912
132,132,0,237,1,0,94,33,43229,1,1,8,9,0.2,6.9732,3,21.456,21.456
133,133,3,457,0,0,418,3,95661,3,1,12,3,0,9.6192,6,20.04,100.2
134,134,3,457,0,0,418,3,95661,3,1,12,1,0,16.6568,6,35.44,141.76
135,135,3,457,0,0,418,3,95661,3,1,2,4,0,3.456,6,11.52,11.52
136,136,3,457,0,0,418,3,95661,3,1,8,2,0,1.9698,6,4.02,16.08
137,137,3,457,0,0,418,3,95661,3,1,3,3,0.2,26.6616,6,76.176,304.704
138,138,3,457,0,0,418,3,95661,3,1,15,6,0,18.4464,6,65.88,65.88
139,139,3,457,0,0,418,3,95661,3,0,9,14,0,20.6976,6,43.12,129.36
140,140,2,391,1,0,374,36,19140,1,0,9,2,0.2,10.35,2,82.8,165.6
141,141,3,663,1,0,438,3,94122,3,1,2,3,0,2.3814,5,8.82,44.1
142,142,3,663,1,0,438,3,94122,3,1,7,3,0,5.1042,5,10.86,10.86
143,143,3,663,1,0,438,3,94122,3,1,12,3,0,68.976,5,143.7,143.7
144,144,3,670,0,0,210,23,64055,0,1,1,3,0,218.2518,5,839.43,4197.15
145,145,3,326,0,0,364,3,91104,3,1,14,7,0,20.1579,5,671.93,2015.79
146,146,3,510,2,0,330,33,43055,1,0,9,4,0.2,12.9096,6,93.888,187.776
147,147,3,409,1,0,156,47,53132,0,2,13,11,0,103.8015,4,384.45,1922.25
148,148,3,409,1,0,156,47,53132,0,2,13,3,0,5.9988,4,149.97,299.94
149,149,3,409,1,0,156,47,53132,0,0,5,8,0,585.552,4,1951.84,3903.68
150,150,3,409,1,0,156,47,53132,0,1,3,5,0,80.6285,4,171.55,514.65
151,151,0,733,2,0,451,1,85254,3,1,1,5,0.2,17.766,3,157.92,789.6
152,152,0,733,2,0,451,1,85254,3,2,13,2,0.2,15.2388,3,203.184,1015.92
153,153,0,708,1,0,440,3,95123,3,1,12,7,0,26.271,2,58.38,58.38
154,154,0,708,1,0,440,3,95123,3,1,12,4,0,48.5392,2,105.52,211.04
155,155,0,708,1,0,440,3,95123,3,1,14,6,0,21.0288,2,80.88,404.4
156,156,3,564,2,0,452,45,98105,3,1,2,3,0,1.7901,6,6.63,19.89
157,157,2,202,0,0,452,45,98115,3,0,5,2,0.2,51.4764,5,457.568,915.136
158,158,3,576,0,0,134,34,73034,0,1,10,2,0,6.8714,4,14.62,58.48
159,159,3,576,0,0,134,34,73034,0,2,13,7,0,236.2325,4,944.93,2834.79
160,160,0,736,0,0,266,3,90045,3,1,12,1,0,2.691,1,5.98,29.9
161,161,2,262,0,0,374,36,19134,1,2,0,2,0.2,1.3596,3,54.384,163.152
162,162,3,658,0,0,65,29,88220,3,1,7,5,0,13.348,4,28.4,142
163,163,3,514,0,0,452,45,98115,3,1,3,2,0.2,9.688,4,27.68,138.4
164,164,3,75,0,0,434,41,78207,0,1,2,3,0.2,2.7324,4,9.936,39.744
165,165,3,75,0,0,434,41,78207,0,2,11,8,0.4,-1359.992,4,8159.952,24479.856
166,166,3,75,0,0,434,41,78207,0,1,14,3,0.2,-58.6347,4,275.928,275.928
167,167,3,75,0,0,434,41,78207,0,0,5,9,0.3,-24.858,4,1740.06,3480.12
168,168,3,75,0,0,434,41,78207,0,1,2,6,0.2,6.8136,4,32.064,160.32
169,169,3,75,0,0,434,41,78207,0,1,1,5,0.8,-453.849,4,177.98,711.92
170,170,3,75,0,0,434,41,78207,0,2,13,3,0.2,8.9985,4,143.976,431.928
171,171,3,140,0,0,266,3,90004,3,1,12,3,0,9.8418,4,20.94,20.94
172,172,3,140,0,0,266,3,90004,3,1,12,2,0,53.2608,4,110.96,221.92
173,173,3,140,0,0,266,3,90004,3,0,5,7,0.2,21.259,4,340.144,340.144
174,174,3,358,1,0,80,11,60623,0,1,1,2,0.8,-131.12,5,52.448,209.792
175,175,3,358,1,0,80,11,60623,0,1,10,4,0.2,6.552,5,20.16,40.32
176,176,2,698,0,0,207,41,77036,0,1,1,4,0.8,-243.16,4,97.264,97.264
177,177,2,381,0,0,330,33,43055,1,0,5,7,0.3,-11.3372,2,396.802,1190.406
178,178,2,381,0,0,330,33,43055,1,1,15,5,0.2,-3.7715,2,15.88,15.88
179,179,3,374,2,0,329,30,10009,1,1,2,1,0,1.4104,4,3.28,6.56
180,180,2,208,1,0,116,11,62521,0,1,14,2,0.2,1.8612,4,24.816,124.08
181,181,2,208,1,0,116,11,62521,0,2,0,408.744,7,0.2,4,,
182,182,2,643,2,0,308,16,71203,2,2,13,4,0,131.0296,5,503.96,2015.84
183,183,2,643,2,0,308,16,71203,2,2,13,5,0,41.986,5,149.95,299.9
184,184,2,643,2,0,308,16,71203,2,2,0,2,0,7.25,5,29,87
185,185,3,664,0,0,147,5,6824,1,1,3,2,0,3.4368,4,7.16,7.16
186,186,3,284,2,0,266,3,90032,3,2,0,8,0,22.984,4,176.8,176.8
187,187,3,23,1,0,172,41,75051,0,1,14,3,0.2,3.7224,6,37.224,186.12
188,188,3,23,1,0,172,41,75051,0,1,12,3,0.2,6.255,6,20.016,80.064
189,189,0,496,2,0,329,30,10035,1,0,4,4,0.2,112.392,2,899.136,899.136
190,190,0,496,2,0,329,30,10035,1,2,13,6,0,20.0928,2,71.76,287.04
191,191,0,496,2,0,329,30,10035,1,1,12,8,0,24.8832,2,51.84,207.36
192,192,0,496,2,0,329,30,10035,1,0,4,3,0.2,46.9764,2,626.352,2505.408
193,193,0,496,2,0,329,30,10035,1,1,2,5,0,6.567,2,19.9,19.9
194,194,3,499,1,0,399,3,92374,3,1,7,7,0,6.7116,6,14.28,42.84
195,195,3,133,0,0,187,33,45011,1,1,2,2,0.2,1.2038,4,7.408,29.632
196,196,3,133,0,0,187,33,45011,1,1,2,3,0.2,1.5876,4,6.048,18.144
197,197,3,776,2,0,515,28,7090,1,1,14,3,0,12.0276,7,46.26,46.26
198,198,3,289,1,0,374,36,19120,1,1,3,2,0.7,-2.2586,7,2.946,2.946
199,199,3,289,1,0,374,36,19120,1,1,12,3,0.2,5.8203,7,16.056,16.056
200,200,3,485,0,0,2,33,44312,1,1,12,3,0.2,6.795,5,21.744,108.72
201,201,0,116,0,0,120,4,80219,3,0,16,2,0.5,-161.875,2,218.75,1093.75
202,202,0,116,0,0,120,4,80219,3,1,1,1,0.2,0.2925,2,2.6,5.2
203,203,2,474,0,0,109,41,75220,0,1,1,2,0.8,-178.9668,4,66.284,331.42
204,204,3,324,1,0,156,40,37064,2,0,9,7,0.2,9.6712,4,35.168,140.672
205,205,3,452,0,0,519,3,90604,3,2,13,4,0.2,44.4768,5,444.768,2223.84
206,206,3,397,0,0,423,20,48601,0,1,14,4,0,5.8744,6,83.92,419.6
207,207,3,397,0,0,423,20,48601,0,2,13,2,0,35.6346,6,131.98,395.94
208,208,3,397,0,0,423,20,48601,0,1,3,4,0,7.4824,6,15.92,31.84
209,209,3,397,0,0,423,20,48601,0,1,8,9,0,16.2099,6,52.29,104.58
210,210,3,397,0,0,423,20,48601,0,1,14,1,0,3.6796,6,91.99,91.99
211,211,2,530,1,0,109,41,75220,0,2,0,2,0.2,6.5,4,20.8,62.4
212,212,3,782,1,0,287,33,44256,1,1,10,2,0.2,8.88,7,23.68,47.36
213,213,3,782,1,0,287,33,44256,1,0,4,5,0.5,-244.323,7,452.45,1809.8
214,214,3,782,1,0,287,33,44256,1,2,13,3,0.4,-14.6958,7,62.982,188.946
215,215,3,782,1,0,287,33,44256,1,2,11,9,0.7,-950.4,7,1188,1188
216,216,3,782,1,0,287,33,44256,1,2,0,2,0.2,4.4792,7,89.584,268.752
217,217,3,392,0,0,266,3,90032,3,1,14,6,0,26.0568,4,93.06,279.18
218,218,3,392,0,0,266,3,90032,3,2,13,3,0.2,22.6782,4,302.376,907.128
219,219,0,393,0,0,126,33,43017,1,1,8,2,0.2,1.8148,3,5.584,16.752
220,220,0,393,0,0,126,33,43017,1,1,12,6,0.2,8.2302,3,22.704,113.52
221,221,0,393,0,0,126,33,43017,1,1,3,4,0.7,-13.8432,3,19.776,98.88
222,222,0,393,0,0,126,33,43017,1,0,9,4,0.2,19.0848,3,72.704,363.52
223,223,0,393,0,0,126,33,43017,1,2,11,4,0.7,-383.9904,3,479.988,2399.94
224,224,0,393,0,0,126,33,43017,1,1,2,2,0.2,2.7168,3,27.168,81.504
225,225,3,210,1,0,123,20,48227,0,1,2,1,0,0.968,7,2.2,8.8
226,226,3,210,1,0,123,20,48227,0,0,16,5,0,136.939,7,622.45,1867.35
227,227,3,210,1,0,123,20,48227,0,1,14,1,0,0.2198,7,21.98,65.94
228,228,3,775,0,0,93,40,38401,2,0,5,2,0.2,-28.2744,4,161.568,161.568
229,229,3,775,0,0,93,40,38401,2,0,5,8,0.2,43.8408,4,389.696,1169.088
230,230,3,267,1,0,74,31,28205,2,1,3,7,0.7,-12.432,4,18.648,55.944
231,231,3,158,2,0,473,8,33614,2,0,16,2,0.45,-102.048,5,233.86,701.58
232,232,3,158,2,0,473,8,33614,2,0,16,3,0.45,-248.2458,5,620.6145,620.6145
233,233,3,158,2,0,473,8,33614,2,1,3,2,0.7,-3.552,5,5.328,26.64
234,234,3,158,2,0,473,8,33614,2,0,9,3,0.2,0,5,258.072,258.072
235,235,3,158,2,0,473,8,33614,2,2,0,3,0.2,-7.7247,5,617.976,1853.928
236,236,3,206,1,0,448,3,95051,3,1,12,2,0,4.752,4,10.56,21.12
237,237,2,441,0,0,80,11,60610,0,1,12,5,0.2,9.396,5,25.92,129.6
238,238,2,441,0,0,80,11,60610,0,0,9,5,0.6,-356.728,5,419.68,1678.72
239,239,2,441,0,0,80,11,60610,0,0,9,3,0.6,-4.6752,5,11.688,35.064
240,240,2,441,0,0,80,11,60610,0,2,13,2,0.2,11.1944,5,31.984,159.92
241,241,2,441,0,0,80,11,60610,0,0,16,5,0.5,-120.513,5,177.225,354.45
242,242,2,441,0,0,80,11,60610,0,0,9,3,0.6,-2.8308,5,4.044,12.132
243,243,2,441,0,0,80,11,60610,0,1,2,2,0.2,1.2038,5,7.408,14.816
244,244,2,230,2,0,239,21,55044,0,0,5,7,0,580.5394,5,2001.86,10009.3
245,245,2,230,2,0,239,21,55044,0,1,14,2,0,41.68,5,166.72,500.16
246,246,2,230,2,0,239,21,55044,0,1,12,6,0,23.94,5,47.88,191.52
247,247,2,230,2,0,239,21,55044,0,1,1,5,0,496.0725,5,1503.25,4509.75
248,248,2,230,2,0,239,21,55044,0,1,12,4,0,12.4416,5,25.92,51.84
249,249,2,475,0,0,438,3,94109,3,0,5,2,0.2,28.1372,5,321.568,643.136
250,250,3,434,0,0,437,3,92037,3,1,12,1,0,3.5767,6,7.61,38.05
251,251,3,434,0,0,437,3,92037,3,2,0,13,0,636.0003,6,3347.37,13389.48
252,252,0,219,0,0,329,30,10024,1,1,14,6,0,22.5624,3,80.58,322.32
253,253,0,219,0,0,329,30,10024,1,1,7,4,0,162.864,3,361.92,1447.68
254,254,3,190,1,0,80,11,60623,0,0,9,9,0.6,-8.4924,6,12.132,36.396
255,255,3,190,1,0,80,11,60623,0,1,14,2,0.2,-19.5624,6,82.368,164.736
256,256,3,190,1,0,80,11,60623,0,1,14,5,0.2,4.044,6,53.92,215.68
257,257,3,190,1,0,80,11,60623,0,2,13,6,0.2,56.6916,6,647.904,1295.808
258,258,2,176,0,0,329,30,10009,1,2,0,3,0,6.9258,2,20.37,61.11
259,259,2,176,0,0,329,30,10009,1,1,14,3,0,6.6465,2,221.55,1107.75
260,260,2,176,0,0,329,30,10009,1,1,3,5,0.2,6.132,2,17.52,35.04
261,261,3,238,1,0,364,41,77506,0,1,1,2,0.8,-4.466,4,1.624,8.12
262,262,2,684,1,0,207,41,77036,0,2,11,3,0.4,-509.997,2,3059.982,6119.964
263,263,2,684,1,0,207,41,77036,0,2,11,7,0.4,-251.9958,2,2519.958,10079.832
264,264,3,653,0,0,80,11,60610,0,2,13,4,0.2,28.7196,7,328.224,328.224
265,265,3,13,0,0,49,3,94513,3,2,0,2,0,35.156,5,79.9,79.9
266,266,3,167,1,0,73,31,27514,2,1,2,3,0.2,4.7304,4,14.016,42.048
267,267,3,591,0,0,314,28,7960,1,1,8,6,0,0.3024,6,7.56,7.56
268,268,3,152,1,0,83,33,45231,1,1,14,1,0.2,-7.4416,4,37.208,37.208
269,269,3,152,1,0,83,33,45231,1,1,7,3,0.2,21.591,4,57.576,172.728
270,270,2,444,1,0,438,3,94110,3,1,14,4,0,210.4936,5,725.84,2903.36
271,271,0,326,0,0,438,3,94109,3,2,0,7,0,92.3692,1,209.93,209.93
272,272,0,326,0,0,438,3,94109,3,0,9,3,0,2.3232,1,5.28,10.56
273,273,0,326,0,0,438,3,94109,3,1,3,3,0.2,4.095,1,10.92,54.6
274,274,0,65,1,0,212,3,90301,3,1,12,2,0,4.0572,1,8.82,44.1
275,275,0,65,1,0,212,3,90301,3,1,2,1,0,1.5548,1,5.98,29.9
276,276,3,32,1,0,374,36,19140,1,1,12,2,0.2,4.0768,4,11.648,46.592
277,277,3,32,1,0,374,36,19140,1,1,12,4,0.2,5.9072,4,18.176,36.352
278,278,3,32,1,0,374,36,19140,1,1,14,6,0.2,5.9712,4,59.712,298.56
279,279,3,32,1,0,374,36,19140,1,1,10,3,0.2,8.694,4,24.84,74.52
280,280,2,713,0,0,207,41,77070,0,1,3,5,0.8,-3.432,2,2.08,4.16
281,281,2,713,0,0,207,41,77070,0,2,13,7,0.2,376.11,2,1114.4,2228.8
282,282,3,350,0,0,266,3,90004,3,0,16,5,0.2,51.942,4,1038.84,5194.2
283,283,3,765,0,0,389,35,97206,3,1,12,5,0.2,47.844,6,141.76,567.04
284,284,3,765,0,0,389,35,97206,3,2,0,5,0.2,47.96,6,239.8,239.8
285,285,3,765,0,0,389,35,97206,3,1,12,6,0.2,10.8864,6,31.104,31.104
286,286,2,12,1,0,472,8,33319,2,1,3,7,0.7,-169.372,2,254.058,762.174
287,287,2,12,1,0,472,8,33319,2,1,1,2,0.2,24.316,2,194.528,972.64
288,288,2,12,1,0,472,8,33319,2,1,15,5,0.2,-204.3145,2,961.48,1922.96
289,289,2,569,2,0,94,33,43229,1,1,8,7,0.2,6.6836,4,19.096,76.384
290,290,2,569,2,0,94,33,43229,1,1,10,8,0.2,6.2424,4,18.496,73.984
291,291,2,569,2,0,94,33,43229,1,2,0,2,0.2,54.3966,4,255.984,767.952
292,292,2,569,2,0,94,33,43229,1,0,4,3,0.5,-48.7032,4,86.97,260.91
293,293,0,435,1,0,92,4,80906,3,0,9,8,0.2,78.8592,2,300.416,1502.08
294,294,0,435,1,0,92,4,80906,3,0,5,3,0.2,20.1558,2,230.352,921.408
295,295,0,435,1,0,92,4,80906,3,0,9,3,0.2,-24.5646,2,218.352,655.056
296,296,0,435,1,0,92,4,80906,3,1,3,5,0.7,-62.88,2,78.6,393
297,297,0,435,1,0,92,4,80906,3,1,8,3,0.2,9.2988,2,27.552,82.656
298,298,3,391,1,0,35,28,7109,1,1,12,5,0,15.552,6,32.4,32.4
299,299,3,391,1,0,35,28,7109,1,1,14,8,0,10.8248,6,1082.48,5412.4
300,300,3,391,1,0,35,28,7109,1,1,12,3,0,27.3168,6,56.91,113.82
301,301,3,391,1,0,35,28,7109,1,0,9,4,0,38.024,6,77.6,232.8
302,302,3,391,1,0,35,28,7109,1,1,3,1,0,6.5688,6,14.28,57.12
303,303,3,392,0,0,80,11,60623,0,0,16,3,0.5,-131.445,4,219.075,657.225
304,304,2,14,1,0,329,30,10024,1,0,9,2,0,12.864,5,26.8,26.8
305,305,3,438,1,0,474,20,48180,0,1,2,3,0,2.8536,5,9.84,49.2
